aX,aY,aZ,gX,gY,gZ
0.668,-1.319,1.124,-116.333,-18.005,-321.106
0.677,-1.177,1.009,-107.727,-5.249,-242.249
0.644,-0.984,0.901,-81.238,24.414,-152.954
0.514,-0.765,0.827,-47.791,45.532,-64.27
0.344,-0.564,0.781,-18.86,51.514,12.573
0.146,-0.402,0.726,7.507,45.532,70.557
0.005,-0.284,0.688,31.555,36.621,106.567
-0.054,-0.197,0.672,54.626,28.137,123.779
-0.036,-0.165,0.698,76.294,13.123,130.31
0.026,-0.178,0.727,92.834,-8.423,133.545
0.098,-0.195,0.727,108.093,-29.907,141.052
0.195,-0.263,0.733,126.282,-46.692,157.166
0.309,-0.355,0.738,149.353,-60.791,184.692
0.365,-0.462,0.742,173.828,-76.355,222.473
0.393,-0.598,0.729,196.411,-92.773,269.104
0.388,-0.733,0.719,217.224,-108.337,321.045
0.292,-0.867,0.702,232.788,-123.474,371.155
0.166,-0.955,0.682,238.281,-136.658,411.255
0.053,-0.967,0.668,230.835,-158.02,438.416
-0.101,-0.958,0.648,213.44,-189.087,450.806
-0.2,-1.015,0.658,190.308,-213.745,454.346
-0.294,-1.091,0.745,168.884,-226.257,448.425
-0.407,-1.13,0.898,154.785,-226.685,428.04
-0.398,-1.052,1.07,141.541,-206.36,397.034
-0.395,-0.926,1.139,123.23,-173.523,368.896
-0.451,-0.833,1.121,96.008,-146.24,348.45
-0.479,-0.719,1.042,69.153,-129.456,330.017
-0.514,-0.607,0.979,45.654,-116.699,304.443
-0.536,-0.545,0.953,22.156,-101.868,270.996
-0.542,-0.516,0.953,0.061,-86.548,234.497
-0.531,-0.468,0.937,-14.038,-76.233,199.097
-0.504,-0.452,0.916,-25.696,-71.167,164.978
-0.491,-0.451,0.886,-30.273,-67.444,131.653
-0.457,-0.434,0.872,-27.1,-63.538,101.013
-0.395,-0.437,0.889,-23.376,-56.335,74.768
-0.319,-0.448,0.919,-22.827,-49.377,54.626
-0.269,-0.464,0.926,-23.621,-46.448,39.246
-0.223,-0.478,0.916,-23.743,-45.532,28.442
-0.201,-0.507,0.918,-24.536,-43.518,17.395
-0.196,-0.5,0.925,-24.17,-44.983,7.996
-0.175,-0.512,0.897,-26.672,-48.096,5.92
-0.186,-0.502,0.844,-28.503,-47.485,-0.549
-0.212,-0.477,0.826,-25.085,-43.518,-12.085
-0.214,-0.476,0.809,-21.729,-36.621,-22.705
-0.198,-0.491,0.797,-19.043,-27.466,-28.381
-0.823,-0.429,1.497,-64.514,35.828,-102.722
-0.884,-0.423,1.457,-101.501,41.016,-162.231
-0.938,-0.407,1.354,-133.728,50.11,-225.281
-0.955,-0.357,1.229,-153.503,61.401,-282.043
-0.911,-0.297,1.109,-164.001,72.754,-332.031
-0.898,-0.243,0.98,-164.246,85.754,-371.765
-0.871,-0.227,0.853,-150.085,106.934,-400.269
-0.841,-0.278,0.806,-133.911,131.287,-419.189
-0.811,-0.354,0.77,-121.582,148.437,-442.871
-0.815,-0.458,0.7,-113.831,158.752,-479.126
-0.869,-0.55,0.562,-111.389,168.579,-523.804
-0.818,-0.653,0.361,-104.309,173.218,-579.224
-0.712,-0.813,0.243,-90.759,167.053,-633.179
-0.604,-0.946,0.244,-73.853,148.926,-666.077
-0.196,-1.278,0.312,-61.462,124.207,-672.363
0.335,-1.493,0.619,-53.284,84.961,-642.273
0.604,-1.578,0.792,-34.973,40.161,-579.468
0.702,-1.65,0.807,-1.099,24.78,-480.469
0.712,-1.675,0.784,29.114,47.852,-361.389
0.664,-1.626,0.797,58.044,82.825,-254.395
0.589,-1.525,0.819,71.106,100.647,-171.997
0.504,-1.463,0.807,65.552,85.327,-111.816
0.441,-1.404,0.791,50.964,48.035,-68.298
0.391,-1.321,0.762,36.499,13.794,-29.968
0.356,-1.234,0.708,26.672,-0.549,10.925
0.395,-1.181,0.672,24.17,-0.305,56.335
0.516,-1.147,0.67,26.367,-1.343,103.21
0.587,-1.093,0.667,31.494,-10.864,154.968
0.587,-1.029,0.638,38.025,-25.269,214.478
0.514,-0.998,0.612,52.795,-39.856,275.94
0.398,-0.942,0.594,77.881,-49.072,333.557
0.323,-0.909,0.589,103.76,-52.673,382.202
0.255,-0.878,0.561,125.732,-60.12,420.959
0.208,-0.914,0.576,143.982,-83.557,448.73
0.154,-0.953,0.602,154.785,-126.587,466.614
0.072,-0.955,0.61,145.081,-180.664,482.3
-0.047,-0.969,0.542,118.286,-237.671,500.793
-0.206,-0.983,0.473,82.825,-293.213,526.123
-0.415,-0.93,0.434,56.274,-327.026,550.659
-0.583,-0.914,0.484,51.514,-318.481,570.801
-0.645,-0.928,0.652,60.73,-263.184,584.839
-0.737,-0.92,0.839,82.52,-191.528,584.595
-0.792,-0.902,1.029,104.065,-130.859,564.88
-0.862,-0.846,1.137,125.671,-83.984,525.879
-0.929,-0.673,1.23,143.127,-48.767,461.914
-0.971,-0.525,1.313,141.541,-27.466,385.254
-0.989,-0.417,1.328,121.826,-21.729,308.716
-0.953,-0.389,1.318,90.942,-22.4,231.506
-0.984,-0.408,1.323,58.96,-26.672,155.09
-0.931,-0.4,1.344,24.048,-39.307,82.275
-0.936,-0.35,1.314,-12.207,-64.88,3.967
-0.858,-0.31,1.245,-46.387,-85.876,-54.932
-0.785,-0.321,1.168,-72.693,-91.431,-94.36
-0.768,-0.345,1.164,-84.229,-80.75,-117.859
-0.799,-0.369,1.267,-86.365,-59.814,-135.925
-0.81,-0.364,1.284,-88.013,-32.227,-160.278
-0.895,-0.352,1.336,-93.811,1.953,-193.115
-0.917,-0.29,1.369,-99.487,37.109,-239.868
-0.931,-0.275,1.335,-119.141,70.374,-295.532
-0.924,-0.297,1.141,-150.269,94.543,-346.802
-1.016,-0.319,1,-170.959,108.643,-398.193
-1.025,-0.321,0.879,-173.828,109.192,-460.083
-0.984,-0.251,0.686,-164.734,109.009,-538.696
-0.923,-0.289,0.538,-163.208,113.953,-607.727
-0.886,-0.444,0.37,-158.508,117.31,-652.771
-0.785,-0.6,0.235,-131.592,122.925,-677.307
-0.737,-0.763,0.165,-93.018,138.306,-681.885
-0.707,-0.99,0.102,-45.288,158.508,-663.757
-0.317,-1.278,0.22,11.23,172.729,-628.967
0.196,-1.417,0.525,54.443,173.767,-582.275
0.585,-1.519,0.704,83.862,170.837,-513
0.986,-1.577,0.933,94.666,150.085,-428.345
1.195,-1.581,1.173,80.383,100.403,-340.698
1.123,-1.591,1.228,51.453,36.133,-242.249
0.872,-1.578,1.167,24.353,1.77,-137.207
0.537,-1.464,0.98,17.7,10.437,-47.607
0.251,-1.266,0.805,27.527,33.325,15.686
0.022,-1.067,0.648,28.992,43.701,51.758
-0.092,-0.911,0.541,17.517,33.569,64.575
-0.096,-0.819,0.481,3.113,12.634,61.096
-0.004,-0.785,0.475,-4.395,-5.493,53.101
0.185,-0.768,0.509,1.16,-22.095,53.284
0.378,-0.79,0.584,15.686,-40.955,71.472
0.522,-0.807,0.663,32.471,-57.8,110.657
0.592,-0.818,0.708,49.805,-70.068,165.833
0.607,-0.824,0.712,66.772,-79.712,230.225
0.559,-0.838,0.719,81.482,-85.754,294.556
0.469,-0.867,0.694,97.717,-89.783,352.417
0.418,-0.967,0.649,118.774,-99.548,396.484
0.356,-1.05,0.646,144.836,-120.239,427.917
0.243,-1.033,0.655,163.452,-148.315,450.623
0.06,-1.026,0.552,170.288,-196.045,470.276
-0.145,-1.016,0.464,162.17,-252.197,487.732
-0.342,-0.983,0.46,139.648,-294.617,501.343
-0.506,-0.939,0.559,115.112,-308.716,506.714
-0.63,-0.888,0.672,99.792,-292.786,502.563
-0.71,-0.854,0.849,96.68,-251.282,487.549
-0.769,-0.785,1.015,101.013,-193.848,458.801
-0.733,-0.712,1.178,97.229,-128.479,422.058
-0.705,-0.63,1.261,88.257,-72.998,380.493
-0.689,-0.583,1.278,69.702,-35.278,331.909
-0.666,-0.552,1.255,42.786,-19.348,276.611
-0.628,-0.515,1.196,14.404,-24.353,216.919
-0.59,-0.504,1.12,-14.709,-42.664,155.579
-0.514,-0.523,1.051,-39.429,-63.354,100.891
-0.43,-0.512,1.014,-55.054,-79.041,56.641
-0.355,-0.494,0.965,-60.974,-86.121,21.057
-0.297,-0.467,0.927,-59.998,-82.581,-5.31
-0.245,-0.443,0.893,-55.542,-71.533,-17.578
-0.199,-0.442,0.853,-46.997,-57.983,-20.569
-0.161,-0.425,0.839,-35.095,-44.922,-19.043
-0.153,-0.399,0.847,-24.353,-33.142,-15.93
-0.147,-0.402,0.856,-17.578,-23.315,-11.169
-0.144,-0.414,0.868,-17.334,-17.151,-7.507
-0.151,-0.424,0.871,-18.921,-14.343,-6.653
-0.163,-0.431,0.878,-21.667,-12.817,-9.46
-0.161,-0.438,0.866,-23.437,-12.695,-15.625
-0.127,-0.451,0.831,-22.583,-12.39,-23.376
-0.103,-0.459,0.799,-16.418,-8.728,-29.053
