aX,aY,aZ,gX,gY,gZ
0.232,0.081,0.3,-176.636,37.598,30.64
0.218,0.177,0.315,-136.597,25.635,30.457
0.181,0.253,0.365,-101.563,10.681,29.053
0.151,0.297,0.424,-73.608,-4.456,23.621
0.125,0.327,0.504,-54.321,-16.846,13
0.122,0.346,0.564,-41.077,-26.611,-0.854
0.129,0.354,0.598,-29.968,-34.302,-13.855
0.147,0.348,0.615,-17.822,-39.856,-23.376
0.182,0.323,0.639,-4.944,-42.908,-28.381
0.233,0.301,0.667,8.911,-43.335,-28.748
0.271,0.284,0.679,24.048,-42.053,-24.658
0.277,0.294,0.697,38.513,-38.757,-15.259
0.238,0.297,0.739,51.697,-34.363,-2.747
0.18,0.288,0.793,62.5,-31.189,7.629
0.133,0.28,0.837,71.167,-29.053,10.803
0.08,0.288,0.886,78.125,-29.297,6.287
0.071,0.302,0.91,82.092,-30.762,-2.441
0.077,0.306,0.932,80.994,-31.067,-12.512
0.09,0.31,0.934,75.867,-28.992,-19.958
0.079,0.291,0.951,68.542,-26.428,-22.766
0.092,0.266,0.968,62.744,-24.719,-22.888
0.113,0.246,0.984,61.462,-24.902,-23.926
0.135,0.229,0.989,60.181,-23.499,-24.719
0.136,0.212,0.992,57.556,-21.79,-23.254
0.145,0.202,0.987,54.81,-20.874,-18.433
0.158,0.185,0.977,53.345,-20.813,-13
0.144,0.161,0.985,52.124,-22.461,-9.277
0.112,0.154,1.019,50.659,-24.658,-5.615
-0.409,-1.543,1.026,698.73,-189.331,56.335
-0.414,-1.586,1.372,665.833,-172.18,78.186
-0.399,-1.535,1.917,609.497,-139.282,98.267
-0.365,-1.4,2.523,532.166,-91.492,102.905
-0.177,-1.148,3.016,438.843,-46.326,70.923
-0.03,-0.946,3.229,335.022,-8.057,8.606
0.085,-0.797,3.239,231.201,6.775,-36.682
0.036,-0.794,3.092,128.052,-7.263,-44.739
-0.003,-0.859,2.858,40.894,-18.188,-28.931
-0.137,-0.943,2.603,-26.184,-18.188,-11.292
-0.302,-0.997,2.34,-69.336,-8.362,-6.592
-0.415,-0.99,2.167,-111.877,20.569,-5.737
-0.441,-0.934,2.068,-165.344,64.819,-0.916
-0.403,-0.874,1.978,-216.431,111.694,6.592
-0.364,-0.844,1.866,-265.564,149.475,14.404
-0.33,-0.834,1.761,-314.392,176.208,26.672
-0.282,-0.82,1.686,-362.427,195.557,41.321
-0.256,-0.814,1.57,-400.452,213.623,52.246
-0.283,-0.788,1.452,-427.551,235.168,59.021
-0.323,-0.771,1.324,-446.533,259.277,60.12
-0.336,-0.786,1.113,-451.416,277.527,53.101
-0.316,-0.752,0.857,-446.96,283.752,40.71
-0.278,-0.673,0.622,-443.359,284.058,27.771
-0.225,-0.558,0.413,-434.631,278.015,18.188
-0.15,-0.414,0.273,-423.401,264.343,12.695
-0.076,-0.26,0.155,-410.828,243.591,10.01
0.028,-0.099,0.067,-396.362,217.834,9.888
0.121,-0.008,0,-385.254,190.796,12.146
0.221,0.035,-0.087,-368.408,162.109,18.921
0.258,0.073,-0.184,-340.637,132.08,27.1
0.291,0.154,-0.267,-302.185,100.708,33.203
0.319,0.212,-0.361,-257.446,68.115,32.227
0.343,0.247,-0.482,-208.252,34.302,26.184
0.364,0.305,-0.577,-151.794,0.488,19.714
0.364,0.361,-0.578,-96.191,-31.616,10.803
0.325,0.368,-0.49,-51.819,-61.462,4.395
0.294,0.291,-0.37,-15.076,-92.468,1.526
0.276,0.232,-0.292,26.001,-122.131,-5.92
0.275,0.191,-0.249,72.205,-140.808,-19.775
0.262,0.131,-0.254,124.268,-152.832,-33.875
0.243,0.109,-0.258,190.491,-167.664,-47.058
0.179,0.075,-0.229,261.658,-188.843,-65.369
0.13,0.035,-0.183,329.956,-214.172,-81.055
0.081,-0.023,-0.141,395.569,-237.732,-86.67
-0.049,-0.135,-0.089,461.243,-256.042,-83.618
-0.206,-0.386,-0.025,515.259,-269.226,-74.829
-0.429,-0.673,0.035,566.284,-290.344,-63.904
-0.601,-0.974,0.134,621.582,-319.763,-59.387
-0.564,-1.288,0.409,659.729,-338.196,-54.626
-0.446,-1.474,0.722,664.062,-337.036,-36.133
-0.351,-1.563,1.069,635.925,-320.862,-2.625
-0.155,-1.606,1.495,589.294,-291.443,41.199
0.011,-1.532,1.925,533.997,-244.629,87.341
0.063,-1.354,2.269,472.717,-185.791,126.526
-0.011,-1.211,2.497,411.011,-119.812,148.071
-0.12,-1.102,2.653,346.13,-42.908,143.188
-0.296,-1.04,2.625,285.278,30.151,110.962
-0.36,-0.974,2.509,219.727,83.74,69.214
-0.453,-0.988,2.282,150.879,98.45,25.635
-0.516,-0.984,2.016,78.979,72.937,-12.695
-0.508,-0.958,1.793,3.723,30.212,-36.926
-0.473,-0.941,1.675,-73.242,-4.456,-48.645
-0.405,-0.981,1.654,-143.677,-19.836,-51.392
-0.228,-1.023,1.663,-193.848,-22.156,-51.819
-0.069,-0.994,1.619,-222.595,-18.799,-52.673
0.019,-0.948,1.557,-235.718,-4.15,-46.082
0.066,-0.918,1.535,-240.662,27.588,-31.86
0.105,-0.875,1.451,-246.094,75.439,-13.977
0.06,-0.841,1.311,-256.042,129.272,7.751
-0.034,-0.816,1.125,-267.334,176.575,35.889
-0.135,-0.764,0.971,-281.067,209.595,64.148
-0.196,-0.713,0.837,-293.213,224.426,84.961
-0.196,-0.642,0.747,-302.002,221.252,93.994
-0.171,-0.566,0.71,-303.833,202.454,92.712
-0.15,-0.473,0.71,-296.448,172.119,82.947
-0.093,-0.357,0.707,-287.354,139.343,64.026
-0.031,-0.263,0.769,-287.964,113.281,40.71
0.071,-0.236,0.797,-293.152,91.553,22.217
0.131,-0.226,0.802,-292.908,67.993,9.949
0.183,-0.194,0.761,-288.574,48.218,-1.282
0.259,-0.171,0.684,-279.907,39.368,-10.559
0.308,-0.139,0.597,-261.841,38.086,-12.878
0.335,-0.093,0.52,-231.384,39.307,-6.653
0.323,-0.032,0.465,-196.106,40.71,3.54
0.297,0.035,0.454,-162.72,40.1,13.977
0.256,0.083,0.462,-133.301,34.546,22.034
0.224,0.124,0.486,-107.483,23.865,25.757
0.19,0.156,0.535,-86.792,9.644,23.437
0.145,0.19,0.63,-72.388,-5.249,16.541
0.125,0.218,0.704,-64.758,-17.944,6.226
0.139,0.24,0.728,-64.453,-25.879,-5.615
0.182,0.231,0.738,-68.054,-27.161,-14.221
0.237,0.23,0.734,-68.42,-25.452,-15.442
0.264,0.242,0.715,-64.636,-22.156,-10.01
0.249,0.26,0.696,-56.763,-15.381,-1.953
0.236,0.279,0.692,-44.617,-7.263,6.531
0.224,0.288,0.679,-31.799,-1.16,10.193
0.234,0.292,0.669,-17.7,5.005,10.498
0.235,0.286,0.668,-0.732,10.864,11.414
0.186,0.269,0.718,19.165,12.512,12.939
0.124,0.289,0.836,34.607,11.047,12.207
0.103,0.31,0.92,38.818,6.409,4.028
0.133,0.294,0.961,31.494,2.991,-9.583
0.198,0.28,0.946,21.118,2.136,-18.982
0.243,0.267,0.919,14.282,4.517,-20.081
0.267,0.265,0.9,10.132,8.484,-14.343
0.255,0.266,0.884,7.629,11.292,-5.249
0.221,0.284,0.856,6.409,10.071,0.488
0.214,0.306,0.832,5.127,6.104,3.052
0.206,0.328,0.802,2.441,-0.732,4.211
0.206,0.336,0.788,2.014,-7.996,6.165
0.204,0.331,0.787,4.211,-13.855,7.629
0.185,0.319,0.816,8.667,-19.104,8.911
0.149,0.318,0.873,13.977,-23.315,7.996
0.136,0.327,0.92,16.357,-25.513,2.441
0.151,0.31,0.942,14.099,-24.597,-5.493
0.177,0.283,0.953,10.01,-22.156,-11.475
0.202,0.262,0.958,7.812,-20.02,-14.404
0.213,0.25,0.946,7.385,-18.921,-15.137
